"","yearBP","spd","peri_numeric","cribra","porotic","d18OiceSMOW","lag_25yr","lag_50yr","lag_100yr","spd_fact","LIP_phase"
"191",640,0.653585926994142,0.449186991869919,0.413502109704641,0.40506329113924,-18.03,-17.87,-17.91,-17.88,3,2
"192",641,0.649107556849544,0.449186991869919,0.413502109704641,0.40506329113924,-18.97,-17.07,-16.64,-18.51,3,2
"193",642,0.644768405115857,0.469879518072289,0.408333333333333,0.4,-19.02,-19.22,-14.39,-19.41,3,2
"194",643,0.640487508542072,0.449186991869919,0.413502109704641,0.40506329113924,-19.19,-19.83,-17.01,-17.78,3,2
"195",644,0.636239505954861,0.449186991869919,0.413502109704641,0.40506329113924,-17.87,-19.57,-18.27,-16.61,3,2
"196",645,0.632067757986154,0.449186991869919,0.413502109704641,0.40506329113924,-17.59,-17.35,-19.51,-16.81,3,2
"197",646,0.62780698573346,0.449186991869919,0.413502109704641,0.40506329113924,-17.63,-18.65,-18.38,-18.2,3,2
"198",647,0.623433071352388,0.449186991869919,0.413502109704641,0.40506329113924,-18.02,-19.86,-20.37,-19.28,3,2
"199",648,0.618756782141667,0.449186991869919,0.413502109704641,0.40506329113924,-18.28,-18.46,-20.38,-18.14,3,2
"200",649,0.613681375211436,0.449186991869919,0.413502109704641,0.388185654008439,-18.2,-18.52,-19.94,-18.25,3,2
"201",650,0.608030851071792,0.449186991869919,0.413502109704641,0.388185654008439,-17.63,-16.66,-18.34,-18.42,3,2
"202",651,0.601645716085806,0.449186991869919,0.413502109704641,0.371308016877637,-19.37,-19.5,-16.4,-19.12,3,2
"203",652,0.594422030881892,0.443775100401606,0.408333333333333,0.366666666666667,-18.79,-18.97,-19.28,-17.71,3,2
"204",653,0.586443536529775,0.454732510288066,0.418803418803419,0.358974358974359,-18.14,-19.38,-18.55,-17.42,3,2
"205",654,0.577882430692188,0.454732510288066,0.418803418803419,0.358974358974359,-18.55,-19.39,-17.32,-18.15,3,2
"206",655,0.569183952571618,0.4875,0.424242424242424,0.363636363636364,-20.75,-19.31,-16.88,-19,3,2
"207",656,0.560540064044271,0.454732510288066,0.388888888888889,0.358974358974359,-18.26,-15.57,-15.78,-20.09,3,2
"208",657,0.55206700369657,0.460416666666667,0.393939393939394,0.346320346320346,-15.66,-15.69,-17.83,-18.95,3,2
"209",658,0.544068837245504,0.460416666666667,0.393939393939394,0.346320346320346,-16.23,-17.9,-17.46,-18.19,3,2
"210",659,0.536491339179121,0.40625,0.393939393939394,0.346320346320346,-17.34,-16.59,-18.13,-17.48,3,2
"211",660,0.529369222458213,0.401234567901235,0.418803418803419,0.341880341880342,-16.13,-15.94,-17.77,-17.96,3,2
"212",661,0.522653005013228,0.383966244725738,0.393939393939394,0.333333333333333,-16.69,-15.72,-14.71,-17.55,3,2
"213",662,0.516220822472549,0.361111111111111,0.433333333333333,0.367149758454106,-17.52,-17.14,-17.17,-16.94,3,2
"214",663,0.509968114626775,0.323383084577114,0.466666666666667,0.348717948717949,-18.12,-16.78,-17.24,-17.78,3,2
"215",664,0.503876007360494,0.328282828282828,0.466666666666667,0.333333333333333,-19.32,-17.52,-18.06,-18.28,3,2
"216",665,0.497762915193001,0.244623655913978,0.497267759562842,0.333333333333333,-17.87,-17.91,-18.59,-17.46,3,2
"217",666,0.49166746635401,0.240740740740741,0.489247311827957,0.327868852459016,-17.07,-16.64,-18.45,-17.31,3,2
"218",667,0.485572017515019,0.257062146892655,0.442528735632184,0.350877192982456,-19.22,-14.39,-18.11,-16.3,3,2
"219",668,0.479320895869019,0.309523809523809,0.424242424242424,0.345679012345679,-19.83,-17.01,-17.46,-17.91,3,2
"220",669,0.473101170590922,0.293785310734463,0.368421052631579,0.404761904761905,-19.57,-18.27,-15.41,-16.98,3,2
"221",670,0.466857603565849,0.288888888888889,0.362068965517241,0.421052631578947,-17.35,-19.51,-14,-19.85,3,2
"222",671,0.460755417374324,0.304093567251462,0.381818181818182,0.419753086419753,-18.65,-18.38,-14.51,-20,3,2
"223",672,0.454614680175661,0.320987654320988,0.358974358974359,0.392156862745098,-19.86,-20.37,-16.42,-18.82,3,2
"224",673,0.448691658535249,0.367924528301887,0.320261437908497,0.4,-18.46,-20.38,-17.72,-17.37,3,2
"225",674,0.442937445493339,0.382352941176471,0.326666666666667,0.408163265306122,-18.52,-19.94,-17.72,-17.1,3,2
"226",675,0.43755155257425,0.309523809523809,0.291666666666667,0.397163120567376,-16.66,-18.34,-18.64,-17.75,3,2
"227",676,0.432404238233846,0.309523809523809,0.291666666666667,0.368794326241135,-19.5,-16.4,-20.34,-17.69,3,2
"228",677,0.427531553664753,0.346666666666667,0.285714285714286,0.353741496598639,-18.97,-19.28,-21.18,-17.29,3,2
"229",678,0.42300327113443,0.309523809523809,0.243055555555556,0.361111111111111,-19.38,-18.55,-17.95,-18.43,3,2
"230",679,0.418845330517573,0.315972222222222,0.198581560283688,0.368794326241135,-19.39,-17.32,-15.63,-18.82,3,2
"231",680,0.415024490590921,0.322695035460993,0.202898550724638,0.347826086956522,-19.31,-16.88,-17.81,-18.49,3,2
"232",681,0.411453684911054,0.361111111111111,0.170731707317073,0.357723577235772,-15.57,-15.78,-19.02,-18.09,3,2
"233",682,0.408104311188734,0.385185185185185,0.162790697674419,0.333333333333333,-15.69,-17.83,-19.09,-18.29,3,2
"234",683,0.404957774375448,0.337037037037037,0.162790697674419,0.333333333333333,-17.9,-17.46,-18.73,-18.71,3,2
"235",684,0.402012221062274,0.352713178294574,0.113821138211382,0.349206349206349,-16.59,-18.13,-16.22,-18.97,3,2
"236",685,0.399167045252398,0.34469696969697,0.111111111111111,0.341085271317829,-15.94,-17.77,-15.77,-17.44,3,2
"237",686,0.396425296724865,0.34469696969697,0.111111111111111,0.341085271317829,-15.72,-14.71,-19.17,-16.4,3,2
"238",687,0.393695108940327,0.34469696969697,0.111111111111111,0.341085271317829,-17.14,-17.17,-19.07,-17.16,3,2
"239",688,0.390977098751769,0.34469696969697,0.111111111111111,0.341085271317829,-16.78,-17.24,-17.72,-18.07,3,2
"240",689,0.388194491834554,0.352713178294574,0.113821138211382,0.317460317460317,-17.52,-18.06,-15.65,-19.65,3,2
"241",690,0.38530318414314,0.352713178294574,0.113821138211382,0.317460317460317,-17.91,-18.59,-17.88,-18.76,3,2
"242",691,0.382295068132278,0.352713178294574,0.113821138211382,0.317460317460317,-16.64,-18.45,-18.51,-18.56,3,2
"243",692,0.379155397197643,0.352713178294574,0.113821138211382,0.317460317460317,-14.39,-18.11,-19.41,-18.13,3,2
"244",693,0.375884539756237,0.352713178294574,0.113821138211382,0.317460317460317,-17.01,-17.46,-17.78,-17.57,3,2
"245",694,0.3724602044057,0.352713178294574,0.113821138211382,0.317460317460317,-18.27,-15.41,-16.61,-16.8,3,2
"246",695,0.368942563798547,0.352713178294574,0.113821138211382,0.317460317460317,-19.51,-14,-16.81,-16.52,3,2
"247",696,0.36536958152781,0.352713178294574,0.113821138211382,0.317460317460317,-18.38,-14.51,-18.2,-16.48,3,2
"248",697,0.361753601972373,0.352713178294574,0.113821138211382,0.317460317460317,-20.37,-16.42,-19.28,-16.05,3,2
"249",698,0.358241403104313,0.34469696969697,0.111111111111111,0.341085271317829,-20.38,-17.72,-18.14,-16.16,3,2
"250",699,0.354943623132154,0.34469696969697,0.111111111111111,0.341085271317829,-19.94,-17.72,-18.25,-16.95,3,2
"251",700,0.351973239825304,0.34469696969697,0.111111111111111,0.341085271317829,-18.34,-18.64,-18.42,-17.95,3,2
"252",701,0.349435658992792,0.34469696969697,0.111111111111111,0.341085271317829,-16.4,-20.34,-19.12,-14.76,3,2
"253",702,0.347496927383991,0.361111111111111,0.116666666666667,0.357723577235772,-19.28,-21.18,-17.71,-18.05,3,2
"254",703,0.346099273133402,0.352713178294574,0.170731707317073,0.349206349206349,-18.55,-17.95,-17.42,-18.12,3,2
"255",704,0.345212536152608,0.352713178294574,0.170731707317073,0.349206349206349,-17.32,-15.63,-18.15,-16.76,3,2
"256",705,0.344790471201532,0.361111111111111,0.170731707317073,0.357723577235772,-16.88,-17.81,-19,-16.34,3,2
"257",706,0.344714186095267,0.361111111111111,0.170731707317073,0.357723577235772,-15.78,-19.02,-20.09,-16.71,3,2
"258",707,0.345054820963928,0.34469696969697,0.162790697674419,0.372093023255814,-17.83,-19.09,-18.95,-17.03,3,2
"259",708,0.345657807040106,0.34469696969697,0.162790697674419,0.372093023255814,-17.46,-18.73,-18.19,-16.16,3,2
"260",709,0.346422253048623,0.34469696969697,0.162790697674419,0.372093023255814,-18.13,-16.22,-17.48,-17.33,3,2
"261",710,0.347344720197384,0.329710144927536,0.155555555555556,0.355555555555556,-17.77,-15.77,-17.96,-18.22,3,2
"262",711,0.348278484009959,0.329710144927536,0.155555555555556,0.355555555555556,-14.71,-19.17,-17.55,-17.18,1,2
"263",712,0.349166296382761,0.329710144927536,0.155555555555556,0.355555555555556,-17.17,-19.07,-16.94,-18.31,1,2
"264",713,0.349901498143741,0.34469696969697,0.162790697674419,0.372093023255814,-17.24,-17.72,-17.78,-18.11,1,2
"265",714,0.350499734028551,0.34469696969697,0.162790697674419,0.372093023255814,-18.06,-15.65,-18.28,-18.6,1,2
"266",715,0.350885737418979,0.352713178294574,0.166666666666667,0.349206349206349,-18.59,-17.88,-17.46,-17.44,1,2
"267",716,0.351139269159541,0.352713178294574,0.166666666666667,0.349206349206349,-18.45,-18.51,-17.31,-16.9,1,2
"268",717,0.351315247896652,0.361111111111111,0.170731707317073,0.357723577235772,-18.11,-19.41,-16.3,-17.54,1,2
"269",718,0.351367154427301,0.385185185185185,0.162790697674419,0.333333333333333,-17.46,-17.78,-17.91,-18.6,1,2
"270",719,0.351310662239757,0.368794326241135,0.155555555555556,0.318840579710145,-15.41,-16.61,-16.98,-17.57,1,2
"271",720,0.351194733535499,0.337037037037037,0.162790697674419,0.333333333333333,-14,-16.81,-19.85,-17.96,1,2
"272",721,0.35107880483124,0.34469696969697,0.111111111111111,0.341085271317829,-14.51,-18.2,-20,-19,1,2
"273",722,0.350914908086,0.34469696969697,0.111111111111111,0.341085271317829,-16.42,-19.28,-18.82,-17.79,1,2
"274",723,0.350721715950163,0.352713178294574,0.113821138211382,0.317460317460317,-17.72,-18.14,-17.37,-18.19,1,2
"275",724,0.350574099947548,0.352713178294574,0.113821138211382,0.317460317460317,-17.72,-18.25,-17.1,-17.81,1,2
"276",725,0.350427034155133,0.361111111111111,0.116666666666667,0.32520325203252,-18.64,-18.42,-17.75,-19.67,1,2
"277",726,0.350351172994307,0.361111111111111,0.116666666666667,0.32520325203252,-20.34,-19.12,-17.69,-17.57,1,2
"278",727,0.35039118389277,0.34469696969697,0.111111111111111,0.317460317460317,-21.18,-17.71,-17.29,-16.31,1,2
"279",728,0.350435927050056,0.352713178294574,0.113821138211382,0.292682926829268,-17.95,-17.42,-18.43,-16.35,1,2
"280",729,0.35048166407362,0.352713178294574,0.113821138211382,0.292682926829268,-15.63,-18.15,-18.82,-16.96,1,2
"281",730,0.350556390993084,0.361111111111111,0.116666666666667,0.3,-17.81,-19,-18.49,-18.38,1,2
"282",731,0.350651857625699,0.369918699186992,0.11965811965812,0.307692307692308,-19.02,-20.09,-18.09,-17.45,1,2
"283",732,0.350631158697169,0.388888888888889,0.126126126126126,0.324324324324324,-19.09,-18.95,-18.29,-15.45,1,2
"284",733,0.350543522816907,0.399122807017544,0.12962962962963,0.333333333333333,-18.73,-18.19,-18.71,-17.87,1,2
"285",734,0.350364845969569,0.388888888888889,0.126126126126126,0.36036036036036,-16.22,-17.48,-18.97,-18.89,1,2
"286",735,0.350109513135605,0.351351351351351,0.133333333333333,0.333333333333333,-15.77,-17.96,-17.44,-18.5,1,2
"287",736,0.349773706136787,0.361111111111111,0.137254901960784,0.342857142857143,-19.17,-17.55,-16.4,-18.36,1,2
"288",737,0.34943789913797,0.351351351351351,0.133333333333333,0.37037037037037,-19.07,-16.94,-17.16,-17.04,1,2
"289",738,0.349049693657582,0.351351351351351,0.133333333333333,0.37037037037037,-17.72,-17.78,-18.07,-17.16,1,2
"290",739,0.348639269517177,0.342105263157895,0.12962962962963,0.36036036036036,-15.65,-18.28,-19.65,-17.58,1,2
"291",740,0.348113287613494,0.342105263157895,0.12962962962963,0.36036036036036,-17.88,-17.46,-18.76,-17.59,1,2
"292",741,0.347483599217204,0.351351351351351,0.133333333333333,0.333333333333333,-18.51,-17.31,-18.56,-16.79,1,2
"293",742,0.346624028319084,0.371428571428571,0.0707070707070707,0.352941176470588,-19.41,-16.3,-18.13,-15.97,1,2
"294",743,0.345462735917756,0.393939393939394,0.0752688172043011,0.333333333333333,-17.78,-17.91,-17.57,-15.61,1,2
"295",744,0.34388793365063,0.393939393939394,0.0752688172043011,0.333333333333333,-16.61,-16.98,-16.8,-16.06,1,2
"296",745,0.341949029182838,0.393939393939394,0.0752688172043011,0.333333333333333,-16.81,-19.85,-16.52,-14.3,1,2
"297",746,0.339698800353098,0.393939393939394,0.0752688172043011,0.333333333333333,-18.2,-20,-16.48,-15.48,1,2
"298",747,0.33709048852608,0.382352941176471,0.0729166666666667,0.323232323232323,-19.28,-18.82,-16.05,-16.5,1,2
"299",748,0.334210627134309,0.382352941176471,0.0729166666666667,0.323232323232323,-18.14,-17.37,-16.16,-15.68,1,2
"300",749,0.331156151823533,0.382352941176471,0.0729166666666667,0.323232323232323,-18.25,-17.1,-16.95,-16.2,1,2
"301",750,0.327862760575704,0.382352941176471,0.0729166666666667,0.323232323232323,-18.42,-17.75,-17.95,-17.02,1,1
"302",751,0.324375420154822,0.382352941176471,0.0729166666666667,0.323232323232323,-19.12,-17.69,-14.76,-17.47,1,1
"303",752,0.320846578174328,0.371428571428571,0.0707070707070707,0.352941176470588,-17.71,-17.29,-18.05,-17.35,1,1
"304",753,0.317291316684769,0.361111111111111,0.137254901960784,0.342857142857143,-17.42,-18.43,-18.12,-15.51,1,1
"305",754,0.313791440377925,0.371428571428571,0.0707070707070707,0.352941176470588,-18.15,-18.82,-16.76,-17.14,1,1
"306",755,0.310406753290178,0.361111111111111,0.137254901960784,0.342857142857143,-19,-18.49,-16.34,-18.79,1,1
"307",756,0.307230188762778,0.351351351351351,0.133333333333333,0.333333333333333,-20.09,-18.09,-16.71,-15.65,1,1
"308",757,0.304187369725428,0.342105263157895,0.12962962962963,0.36036036036036,-18.95,-18.29,-17.03,-17.45,1,1
"309",758,0.301271008185602,0.342105263157895,0.12962962962963,0.36036036036036,-18.19,-18.71,-16.16,-19.82,1,1
"310",759,0.298560454352858,0.342105263157895,0.12962962962963,0.36036036036036,-17.48,-18.97,-17.33,-21.27,1,1
"311",760,0.296084945553285,0.342105263157895,0.12962962962963,0.36036036036036,-17.96,-17.44,-18.22,-19.23,1,1
"312",761,0.293655788740076,0.342105263157895,0.12962962962963,0.36036036036036,-17.55,-16.4,-17.18,-18.8,1,1
"313",762,0.291289957761818,0.342105263157895,0.12962962962963,0.36036036036036,-16.94,-17.16,-18.31,-18.03,1,1
"314",763,0.288899736134237,0.361111111111111,0.137254901960784,0.342857142857143,-17.78,-18.07,-18.11,-17.72,1,1
"315",764,0.286512441710348,0.371428571428571,0.0707070707070707,0.352941176470588,-18.28,-19.65,-18.6,-18.27,1,1
"316",765,0.28399169285072,0.393939393939394,0.0752688172043011,0.333333333333333,-17.46,-18.76,-17.44,-18.09,1,1
"317",766,0.281258977097884,0.393939393939394,0.0752688172043011,0.333333333333333,-17.31,-18.56,-16.9,-19.08,1,1
"318",767,0.278157962437238,0.40625,0.0777777777777778,0.344086021505376,-16.3,-18.13,-17.54,-18.82,1,1
"319",768,0.274802605077572,0.40625,0.0777777777777778,0.355555555555556,-17.91,-17.57,-18.6,-19.91,1,1
"320",769,0.271198326994618,0.40625,0.0777777777777778,0.355555555555556,-16.98,-16.8,-17.57,-19.64,1,1
"321",770,0.267363111285616,0.433333333333333,0.0833333333333333,0.380952380952381,-19.85,-16.52,-17.96,-17.38,1,1
"322",771,0.263193979821551,0.433333333333333,0.0833333333333333,0.380952380952381,-20,-16.48,-19,-18.3,1,1
"323",772,0.258887161257258,0.448275862068965,0.0864197530864197,0.395061728395062,-18.82,-16.05,-17.79,-17.9,1,1
"324",773,0.254386180238289,0.464285714285714,0,0.41025641025641,-17.37,-16.16,-18.19,-17.32,1,1
"325",774,0.249647204411473,0.464285714285714,0,0.41025641025641,-17.1,-16.95,-17.81,-18.5,1,1
"326",775,0.244752371825642,0.464285714285714,0,0.41025641025641,-17.75,-17.95,-19.67,-18.75,1,1
"327",776,0.239629880493265,0.464285714285714,0,0.41025641025641,-17.69,-14.76,-17.57,-19.12,1,1
"328",777,0.234323535431788,0.464285714285714,0,0.41025641025641,-17.29,-18.05,-16.31,-20.64,1,1
"329",778,0.228835110626888,0.448275862068965,0.0864197530864197,0.395061728395062,-18.43,-18.12,-16.35,-19.02,1,1
"330",779,0.223173474302389,0.433333333333333,0.0833333333333333,0.380952380952381,-18.82,-16.76,-16.96,-18.57,1,1
"331",780,0.217327225705285,0.433333333333333,0.0833333333333333,0.380952380952381,-18.49,-16.34,-18.38,-19.39,1,1
"332",781,0.211255702979004,0.40625,0.0777777777777778,0.355555555555556,-18.09,-16.71,-17.45,-19.61,1,1
"333",782,0.205143203889467,0.433333333333333,0.0833333333333333,0.380952380952381,-18.29,-17.03,-15.45,-17.88,1,1
"334",783,0.198913331803997,0.40625,0.0777777777777778,0.355555555555556,-18.71,-16.16,-17.87,-16.9,1,1
"335",784,0.19260866804096,0.40625,0.0777777777777778,0.355555555555556,-18.97,-17.33,-18.89,-16.4,1,1
"336",785,0.186275069044154,0.40625,0.0777777777777778,0.355555555555556,-17.44,-18.22,-18.5,-18.53,1,1
"337",786,0.179913075921305,0.40625,0.0777777777777778,0.355555555555556,-16.4,-17.18,-18.36,-17.24,1,1
"338",787,0.173551082798457,0.40625,0.0777777777777778,0.355555555555556,-17.16,-18.31,-17.04,-17.36,1,1
"339",788,0.167204183450989,0.40625,0.0777777777777778,0.355555555555556,-18.07,-18.11,-17.16,-17.19,1,1
"340",789,0.160894890891337,0.40625,0.0777777777777778,0.355555555555556,-19.65,-18.6,-17.58,-17.94,1,1
"341",790,0.154747394345339,0.433333333333333,0.0833333333333333,0.380952380952381,-18.76,-17.44,-17.59,-19.68,1,1
"342",791,0.148766966451261,0.448275862068965,0.0864197530864197,0.395061728395062,-18.56,-16.9,-16.79,-19.86,1,1
"343",792,0.143067177989112,0.464285714285714,0,0.41025641025641,-18.13,-17.54,-15.97,-18.76,1,1
"344",793,0.137705822058628,0.481481481481481,0,0.373333333333333,-17.57,-18.6,-15.61,-15.08,1,1
"345",794,0.13286574334541,0.481481481481481,0,0.373333333333333,-16.8,-17.57,-16.06,-15.24,1,1
"346",795,0.128454004661142,0.5,0,0.388888888888889,-16.52,-17.96,-14.3,-15.8,2,1
"347",796,0.124476184650603,0.5,0,0.388888888888889,-16.48,-19,-15.48,-16.81,2,1
"348",797,0.120921592740954,0.5,0,0.388888888888889,-16.05,-17.79,-16.5,-17.88,2,1
"349",798,0.117665380338639,0.492424242424242,0,0.317460317460317,-16.16,-18.19,-15.68,-17.35,2,1
"350",799,0.114643919863606,0.515873015873016,0,0.333333333333333,-16.95,-17.81,-16.2,-17.44,2,1
"351",800,0.111818828814058,0.515873015873016,0,0.333333333333333,-17.95,-19.67,-17.02,-19.22,2,1
"352",801,0.109087950972466,0.515873015873016,0,0.333333333333333,-14.76,-17.57,-17.47,-18.23,2,1
"353",802,0.106283208722872,0.570175438596491,0,0.37037037037037,-18.05,-16.31,-17.35,-15.84,2,1
"354",803,0.103369576236629,0.481481481481481,0,0.313725490196078,-18.12,-16.35,-15.51,-16.84,2,1
"355",804,0.10028962247104,0.481481481481481,0,0.313725490196078,-16.76,-16.96,-17.14,-18.87,2,1
"356",805,0.0970231190811251,0.481481481481481,0,0.313725490196078,-16.34,-18.38,-18.79,-18.37,2,1
"357",806,0.0934643830569949,0.40625,0,0.355555555555556,-16.71,-17.45,-15.65,-18.53,2,1
"358",807,0.0897380774334402,0.40625,0,0.355555555555556,-17.03,-15.45,-17.45,-18.62,2,1
"359",808,0.0858140807986955,0.40625,0,0.355555555555556,-16.16,-17.87,-19.82,-19.01,2,1
"360",809,0.0816884606790663,0.40625,0,0.355555555555556,-17.33,-18.89,-21.27,-19.53,2,1
"361",810,0.0773532810665907,0.40625,0,0.355555555555556,-18.22,-18.5,-19.23,-18.82,2,1
"362",811,0.073018101454115,0.40625,0,0.355555555555556,-17.18,-18.36,-18.8,-18.51,2,1
"363",812,0.0686829218416392,0.5,0,0.444444444444444,-18.31,-17.04,-18.03,-18.17,2,1
"364",813,0.0644709507455209,0.5,0,0.444444444444444,-18.11,-17.16,-17.72,-16.48,2,1
