"","yearBP","spd","peri_numeric","cribra","porotic","d18OiceSMOW","lag_25yr","lag_50yr","lag_100yr","spd_fact","LIP_phase"
"365",814,0.0603461439794892,0.5,0,0.484848484848485,-18.6,-17.58,-18.27,-17.45,2,1
"366",815,0.0565261249784685,0.5,0,0.484848484848485,-17.44,-17.59,-18.09,-19.13,2,1
"367",816,0.0530070240767826,0.5,0,0.484848484848485,-16.9,-16.79,-19.08,-18.89,2,1
"368",817,0.0498982883486191,0.5,0,0.484848484848485,-17.54,-15.97,-18.82,-17.98,2,1
"369",818,0.0471612833898069,0.5,0,0.484848484848485,-18.6,-15.61,-19.91,-16.67,2,1
"370",819,0.044723580183157,0.5,0,0.484848484848485,-17.57,-16.06,-19.64,-16.57,2,1
"371",820,0.0425776106552957,0.5,0,0.484848484848485,-17.96,-14.3,-17.38,-16.21,2,1
"372",821,0.0407438787013206,0.361111111111111,0,0.533333333333333,-19,-15.48,-18.3,-16.32,2,1
"373",822,0.0391237761033938,0.361111111111111,0,0.533333333333333,-17.79,-16.5,-17.9,-17.43,2,1
"374",823,0.0377413827628186,0.361111111111111,0,0.533333333333333,-18.19,-15.68,-17.32,-17.77,2,1
"375",824,0.0365224096735345,0.361111111111111,0,0.533333333333333,-17.81,-16.2,-18.5,-17.69,2,1
"376",825,0.0354592933432646,0.361111111111111,0,0.533333333333333,-19.67,-17.02,-18.75,-17.57,2,1
"377",826,0.0345419208423345,0.361111111111111,0,0.533333333333333,-17.57,-17.47,-19.12,-17.05,2,1
"378",827,0.0337192428656914,0.5,0,0.484848484848485,-16.31,-17.35,-20.64,-16.87,2,1
"379",828,0.0330025504783697,0.5,0,0.484848484848485,-16.35,-15.51,-19.02,-16.91,2,1
"380",829,0.0323864156134276,0.5,0,0.444444444444444,-16.96,-17.14,-18.57,-17.51,2,1
"381",830,0.0318157510271204,0.5,0,0.444444444444444,-18.38,-18.79,-19.39,-18.22,2,1
"382",831,0.031341505568022,0.464285714285714,0,0.41025641025641,-17.45,-15.65,-19.61,-17.97,2,1
"383",832,0.0308990982890564,0.5,0,0.444444444444444,-15.45,-17.45,-17.88,-19.12,2,1
"384",833,0.0305180692873257,0.464285714285714,0,0.41025641025641,-17.87,-19.82,-16.9,-18.14,2,1
"385",834,0.0301500263602064,0.5,0,0.444444444444444,-18.89,-21.27,-16.4,-17.73,2,1
"386",835,0.029810918666857,0.5,0,0.444444444444444,-18.5,-19.23,-18.53,-18.45,2,1
"387",836,0.0295198681673009,0.5,0,0.444444444444444,-18.36,-18.8,-17.24,-14.75,2,1
"388",837,0.029249166467699,0.40625,0,0.355555555555556,-17.04,-18.03,-17.36,-16.93,2,1
"389",838,0.0290263938503548,0.464285714285714,0,0.41025641025641,-17.16,-17.72,-17.19,-18.89,2,1
"390",839,0.0288756603767315,0.5,0,0.444444444444444,-17.58,-18.27,-17.94,-18.78,2,1
"391",840,0.0288336033042823,0.5,0,0.444444444444444,-17.59,-18.09,-19.68,-18.44,2,1
"392",841,0.0289144223421522,0.5,0,0.484848484848485,-16.79,-19.08,-19.86,-18.26,2,1
"393",842,0.0291377187233621,0.5,0,0.484848484848485,-15.97,-18.82,-18.76,-18,2,1
"394",843,0.0295347684603522,0.361111111111111,0,0.533333333333333,-15.61,-19.91,-15.08,-16.9,2,1
"395",844,0.0301118327895485,0.361111111111111,0,0.533333333333333,-16.06,-19.64,-15.24,-17.56,2,1
"396",845,0.0308810412231645,0.361111111111111,0,0.533333333333333,-14.3,-17.38,-15.8,-17.61,2,1
"397",846,0.0318128152105161,0.361111111111111,0,0.533333333333333,-15.48,-18.3,-16.81,-17.32,2,1
"398",847,0.0329137212048686,0.361111111111111,0,0.533333333333333,-16.5,-17.9,-17.88,-16.94,2,1
"399",848,0.0341398105614831,0.361111111111111,0,0.533333333333333,-15.68,-17.32,-17.35,-17.66,2,1
"400",849,0.0354879399603384,0.361111111111111,0,0.533333333333333,-16.2,-18.5,-17.44,-18.12,2,1
"401",850,0.0368803227421248,0.361111111111111,0,0.533333333333333,-17.02,-18.75,-19.22,-18.57,2,1
"402",851,0.0382727055239112,0.361111111111111,0,0.533333333333333,-17.47,-19.12,-18.23,-17.83,2,1
"403",852,0.0396447395057434,0.361111111111111,0,0.533333333333333,-17.35,-20.64,-15.84,-17.32,2,1
"404",853,0.0409269005939211,0.361111111111111,0,0.533333333333333,-15.51,-19.02,-16.84,-18.24,2,1
"405",854,0.0420519493153421,0.361111111111111,0,0.533333333333333,-17.14,-18.57,-18.87,-19.85,2,1
"406",855,0.0430158078644975,0.361111111111111,0,0.533333333333333,-18.79,-19.39,-18.37,-19.99,2,1
"407",856,0.0438459409108492,0.361111111111111,0,0.533333333333333,-15.65,-19.61,-18.53,-17.39,2,1
"408",857,0.0445203959255068,0.361111111111111,0,0.533333333333333,-17.45,-17.88,-18.62,-17.59,2,1
"409",858,0.0450757118718728,0.361111111111111,0,0.533333333333333,-19.82,-16.9,-19.01,-17.93,2,1
"410",859,0.0455332111283802,0.361111111111111,0,0.533333333333333,-21.27,-16.4,-19.53,-17.46,2,1
"411",860,0.0459391029321096,0.361111111111111,0,0.533333333333333,-19.23,-18.53,-18.82,-17.3,2,1
"412",861,0.0463114814448977,0.361111111111111,0,0.533333333333333,-18.8,-17.24,-18.51,-18.53,2,1
"413",862,0.046717373248627,0.361111111111111,0,0.533333333333333,-18.03,-17.36,-18.17,-19.38,2,1
"414",863,0.0471506270403741,0.5,0,0.484848484848485,-17.72,-17.19,-16.48,-19.03,2,1
"415",864,0.0477133273406494,0.5,0,0.484848484848485,-18.27,-17.94,-17.45,-18.91,2,1
"416",865,0.0483718444938737,0.5,0,0.444444444444444,-18.09,-19.68,-19.13,-19.36,2,1
"417",866,0.0491623424177809,0.40625,0,0.355555555555556,-19.08,-19.86,-18.89,-18.26,2,1
"418",867,0.0500983308738528,0.481481481481481,0,0.313725490196078,-18.82,-18.76,-17.98,-17.53,2,1
"419",868,0.051135305269052,0.570175438596491,0,0.37037037037037,-19.91,-15.08,-16.67,-17.54,2,1
"420",869,0.0522579624705413,0.515873015873016,0,0.333333333333333,-19.64,-15.24,-16.57,-18.77,2,1
"421",870,0.0534031018829798,0.515873015873016,0,0.333333333333333,-17.38,-15.8,-16.21,-19.12,2,1
"422",871,0.0545319709685279,0.515873015873016,0,0.333333333333333,-18.3,-16.81,-16.32,-18.21,2,1
"423",872,0.0555974277146188,0.515873015873016,0,0.333333333333333,-17.9,-17.88,-17.43,-17.32,2,1
"424",873,0.0565909048578685,0.492424242424242,0,0.317460317460317,-17.32,-17.35,-17.77,-18,2,1
"425",874,0.0574379137382662,0.5,0,0.388888888888889,-18.5,-17.44,-17.69,-18.61,2,1
"426",875,0.0581140453024472,0.5,0,0.388888888888889,-18.75,-19.22,-17.57,-19.02,2,1
"427",876,0.0586263673666862,0.5,0,0.388888888888889,-19.12,-18.23,-17.05,-19.32,2,1
"428",877,0.0589871509808371,0.5,0,0.388888888888889,-20.64,-15.84,-16.87,-18.46,2,1
"429",878,0.059230907332991,0.515873015873016,0,0.333333333333333,-19.02,-16.84,-16.91,-17.58,2,1
"430",879,0.0593582737014359,0.515873015873016,0,0.333333333333333,-18.57,-18.87,-17.51,-15.94,2,1
"431",880,0.0594107740624921,0.515873015873016,0,0.333333333333333,-19.39,-18.37,-18.22,-16.98,2,1
"432",881,0.0594004075669759,0.515873015873016,0,0.333333333333333,-19.61,-18.53,-17.97,-17.23,2,1
"433",882,0.0593522250994935,0.515873015873016,0,0.333333333333333,-17.88,-18.62,-19.12,-17.37,2,1
"434",883,0.0592782409354486,0.570175438596491,0,0.37037037037037,-16.9,-19.01,-18.14,-18.04,2,1
"435",884,0.0591969388676156,0.570175438596491,0,0.37037037037037,-16.4,-19.53,-17.73,-17.69,2,1
"436",885,0.0591156367997826,0.481481481481481,0,0.313725490196078,-18.53,-18.82,-18.45,-18.57,2,1
"437",886,0.0590146716641981,0.570175438596491,0,0.37037037037037,-17.24,-18.51,-14.75,-18.1,2,1
"438",887,0.0588933577286593,0.541666666666667,0,0.350877192982456,-17.36,-18.17,-16.93,-17.46,2,1
"439",888,0.0587614194170538,0.515873015873016,0,0.333333333333333,-17.19,-16.48,-18.89,-19.12,2,1
"440",889,0.0585926064806726,0.515873015873016,0,0.333333333333333,-17.94,-17.45,-18.78,-19.98,2,1
"441",890,0.058351803075874,0.515873015873016,0,0.333333333333333,-19.68,-19.13,-18.44,-17.9,2,1
"442",891,0.0579883265206071,0.515873015873016,0,0.333333333333333,-19.86,-18.89,-18.26,-17.74,2,1
"443",892,0.0574918852656788,0.515873015873016,0,0.333333333333333,-18.76,-17.98,-18,-19.57,2,1
"444",893,0.0568553429025163,0.515873015873016,0,0.333333333333333,-15.08,-16.67,-16.9,-18.97,2,1
"445",894,0.0560309329992261,0.515873015873016,0,0.333333333333333,-15.24,-16.57,-17.56,-17.56,2,1
"446",895,0.054997136778766,0.515873015873016,0,0.333333333333333,-15.8,-16.21,-17.61,-16.75,2,1
"447",896,0.0537770525425662,0.515873015873016,0,0.333333333333333,-16.81,-16.32,-17.32,-18.5,2,1
"448",897,0.0523708856376917,0.515873015873016,0,0.333333333333333,-17.88,-17.43,-16.94,-16.72,2,1
"449",898,0.0508224749637868,0.515873015873016,0,0.333333333333333,-17.35,-17.77,-17.66,-17.14,2,1
"450",899,0.0491206122069723,0.541666666666667,0,0.350877192982456,-17.44,-17.69,-18.12,-18.15,2,1
"451",900,0.0473524451460934,0.481481481481481,0,0.313725490196078,-19.22,-17.57,-18.57,-19.35,2,1
"452",901,0.0455902285400626,0.40625,0,0.355555555555556,-18.23,-17.05,-17.83,-18.79,2,1
"453",902,0.043872429780302,0.5,0,0.444444444444444,-15.84,-16.87,-17.32,-18.11,2,1
"454",903,0.0423251247964192,0.5,0,0.484848484848485,-16.84,-16.91,-18.24,-17.22,2,1
"455",904,0.041112612648335,0.361111111111111,0,0.533333333333333,-18.87,-17.51,-19.85,-16.62,2,1
"456",905,0.0402821630484121,0.393939393939394,0,0.592592592592593,-18.37,-18.22,-19.99,-17.21,2,1
"457",906,0.0399138826111391,0.393939393939394,0,0.592592592592593,-18.53,-17.97,-17.39,-18.22,2,1
"458",907,0.040073584266667,0.393939393939394,0,0.592592592592593,-18.62,-19.12,-17.59,-18.63,2,1
"459",908,0.0407178056029442,0.393939393939394,0,0.592592592592593,-19.01,-18.14,-17.93,-17.94,2,1
"460",909,0.0418307733761221,0.393939393939394,0,0.592592592592593,-19.53,-17.73,-17.46,-17.54,2,1
"461",910,0.0433037758386743,0.393939393939394,0,0.592592592592593,-18.82,-18.45,-17.3,-17.44,2,1
"462",911,0.0449784830916148,0.393939393939394,0,0.592592592592593,-18.51,-14.75,-18.53,-17.46,2,1
"463",912,0.0467899466945368,0.393939393939394,0,0.592592592592593,-18.17,-16.93,-19.38,-17.06,2,1
"464",913,0.0486594254307839,0.393939393939394,0,0.592592592592593,-16.48,-18.89,-19.03,-16.42,2,1
"465",914,0.0504114302603773,0.393939393939394,0,0.592592592592593,-17.45,-18.78,-18.91,-16.92,2,1
"466",915,0.0520943496858363,0.393939393939394,0,0.592592592592593,-19.13,-18.44,-19.36,-18.66,2,1
"467",916,0.053631980851824,0.433333333333333,0,0.666666666666667,-18.89,-18.26,-18.26,-18.74,2,1
"468",917,0.055016470683395,0.433333333333333,0,0.666666666666667,-17.98,-18,-17.53,-18.31,2,1
"469",918,0.056274620034407,0.393939393939394,0.233333333333333,0.592592592592593,-16.67,-16.9,-17.54,-18.56,2,1
"470",919,0.0573247189956075,0.240740740740741,0.291666666666667,0.571428571428571,-16.57,-17.56,-18.77,-18.71,2,1
"471",920,0.0581185684493873,0.240740740740741,0.291666666666667,0.571428571428571,-16.21,-17.61,-19.12,-18.66,2,1
"472",921,0.0587096504455842,0.240740740740741,0.291666666666667,0.666666666666667,-16.32,-17.32,-18.21,-18.5,2,1
"473",922,0.0590412509557734,0.270833333333333,0.333333333333333,0.533333333333333,-17.43,-16.94,-17.32,-17.98,2,1
"474",923,0.0590993083619802,0.270833333333333,0.333333333333333,0.533333333333333,-17.77,-17.66,-18,-18,2,1
"475",924,0.0589475386890678,0.361111111111111,0.466666666666667,0.333333333333333,-17.69,-18.12,-18.61,-17.11,2,1
"476",925,0.0587146751501125,0.270833333333333,0.333333333333333,0.222222222222222,-17.57,-18.57,-19.02,-17.6,2,1
"477",926,0.0584157352696112,0.309523809523809,0.388888888888889,0,-17.05,-17.83,-19.32,-18.27,2,1
"478",927,0.0581336142035486,0.270833333333333,0.875,0,-16.87,-17.32,-18.46,-17.54,2,1
"479",928,0.0578409452896936,0.270833333333333,0.875,0,-16.91,-18.24,-17.58,-17.53,2,1
"480",929,0.0576188398079687,0,0.875,0,-17.51,-19.85,-15.94,-18.93,2,1
"481",930,0.0575376722727913,0,0.875,0,-18.22,-19.99,-16.98,-18.17,2,1
"482",931,0.0576797678650952,0,0.875,0,-17.97,-17.39,-17.23,-17.52,2,1
"483",932,0.0585256208810456,0,0.875,0,-19.12,-17.59,-17.37,-18.22,2,1
"484",933,0.0608066424214,0,0.875,0,-18.14,-17.93,-18.04,-19.36,2,1
"485",934,0.0640312662756398,0,1,0,-17.73,-17.46,-17.69,-18.89,2,1
"486",935,0.0669675447769795,0,1,0,-18.45,-17.3,-18.57,-17.36,2,1
"487",936,0.0691011103152326,0,1,0,-14.75,-18.53,-18.1,-17.13,2,1
"488",937,0.0705560564466935,0,1,0,-16.93,-19.38,-17.46,-17.9,2,1
"489",938,0.0715913226815418,0,1,0,-18.89,-19.03,-19.12,-18.38,2,1
"490",939,0.0724019222393149,0,1,0,-18.78,-18.91,-19.98,-18.59,2,1
"491",940,0.0731334092166944,0,1,0,-18.44,-19.36,-17.9,-18.96,2,1
"492",941,0.0738325666495521,0,1,0,-18.26,-18.26,-17.74,-19.55,2,1
"493",942,0.0745747031435221,0,1,0,-18,-17.53,-19.57,-18.54,2,1
"494",943,0.0753805095197779,0,1,0,-16.9,-17.54,-18.97,-16.83,2,1
"495",944,0.0762849707252706,0,0.875,0,-17.56,-18.77,-17.56,-16.28,2,1
"496",945,0.077281650330029,0,0.875,0,-17.61,-19.12,-16.75,-16.91,2,1
"497",946,0.078434904829702,0,0.875,0,-17.32,-18.21,-18.5,-18.08,2,1
"498",947,0.0796848789696779,0,0.875,0,-16.94,-17.32,-16.72,-18.79,2,1
"499",948,0.0810325025171648,0,0.875,0,-17.66,-18,-17.14,-18.37,2,1
"500",949,0.0824524739941948,0,0.875,0,-18.12,-18.61,-18.15,-18.32,2,1
"501",950,0.0838944963923581,0,0.875,0,-18.57,-19.02,-19.35,-18.62,2,1
"502",951,0.0853305683356733,0,0.875,0,-17.83,-19.32,-18.79,-18.16,2,1
"503",952,0.0866588122646752,0,0.666666666666667,0,-17.32,-18.46,-18.11,-16.2,2,1
"504",953,0.087764052030174,0,0.666666666666667,0,-18.24,-17.58,-17.22,-16.27,2,1
"505",954,0.0885731810468589,0,0.666666666666667,0,-19.85,-15.94,-16.62,-14.98,2,1
"506",955,0.0889645246887263,0,0.875,0,-19.99,-16.98,-17.21,-16.31,2,1
"507",956,0.0888719781056712,0,0.875,0,-17.39,-17.23,-18.22,-18.14,2,1
"508",957,0.0882456656207218,0,1,0,-17.59,-17.37,-18.63,-18.87,2,1
"509",958,0.0871473469183882,0,1,0,-17.93,-18.04,-17.94,-18.87,2,1
"510",959,0.0855730415307282,0,1,0,-17.46,-17.69,-17.54,-17.7,2,1
"511",960,0.0836070474690325,0,0.875,0,-17.3,-18.57,-17.44,-16.54,2,1
"512",961,0.0814399780363319,0,0.777777777777778,0,-18.53,-18.1,-17.46,-16.11,2,1
"513",962,0.0790890815392806,0,0.777777777777778,0,-19.38,-17.46,-17.06,-16.43,2,1
"514",963,0.0766218403836458,0,0.777777777777778,0,-19.03,-19.12,-16.42,-16.34,2,1
"515",964,0.0741768523618604,0,0.777777777777778,0,-18.91,-19.98,-16.92,-16.79,2,1
"516",965,0.0717244331289418,0,0.777777777777778,0,-19.36,-17.9,-18.66,-18.19,2,1
"517",966,0.0693101324258977,0,0.777777777777778,0,-18.26,-17.74,-18.74,-17.47,2,1
"518",967,0.0669222954163536,0,0.777777777777778,0,-17.53,-19.57,-18.31,-16.84,2,1
"519",968,0.0645950047691424,0,0.777777777777778,0,-17.54,-18.97,-18.56,-17.33,2,1
"520",969,0.0624480492311876,0,0.777777777777778,0,-18.77,-17.56,-18.71,-17.03,2,1
"521",970,0.0605686352385106,0,0.777777777777778,0,-19.12,-16.75,-18.66,-15.94,2,1
"522",971,0.0589573941618731,0,0.777777777777778,0,-18.21,-18.5,-18.5,-16.87,2,1
"523",972,0.0576957136425406,0,0.777777777777778,0,-17.32,-16.72,-17.98,-17.23,2,1
"524",973,0.0568118448864259,0,0.777777777777778,0,-18,-17.14,-18,-18.2,2,1
"525",974,0.0562921952596055,0,0.777777777777778,0,-18.61,-18.15,-17.11,-18.23,2,1
"526",975,0.0560571026200341,0,0.777777777777778,0,-19.02,-19.35,-17.6,-17.17,2,1
"527",976,0.0560715317691943,0,0.777777777777778,0,-19.32,-18.79,-18.27,-16.43,2,1
"528",977,0.0562620287165924,0,0.777777777777778,0,-18.46,-18.11,-17.54,-16.64,2,1
"529",978,0.0565801007737798,0,0.777777777777778,0,-17.58,-17.22,-17.53,-17.92,2,1
"530",979,0.0569439993825461,0,0.777777777777778,0,-15.94,-16.62,-18.93,-18.73,2,1
"531",980,0.0572620714397335,0,0.777777777777778,0,-16.98,-17.21,-18.17,-19.01,2,1
"532",981,0.0574197472260118,0,0.777777777777778,0,-17.23,-18.22,-17.52,-19.33,2,1
"533",982,0.0569114815606098,0,0.777777777777778,0,-17.37,-18.63,-18.22,-18.86,2,1
"534",983,0.0549628602635211,0,0.777777777777778,0,-18.04,-17.94,-19.36,-17.46,2,1
"535",984,0.0520677257304742,0,0.583333333333333,0,-17.69,-17.54,-18.89,-17.73,2,1
"536",985,0.0494479059678344,0,0.583333333333333,0,-18.57,-17.44,-17.36,-18.38,2,1
"537",986,0.0476112439457851,0,0.583333333333333,0,-18.1,-17.46,-17.13,-17.9,2,1
"538",987,0.0464349181844617,0,0.583333333333333,0,-17.46,-17.06,-17.9,-18.52,2,1
"539",988,0.0456613370321496,0,0.583333333333333,0,-19.12,-16.42,-18.38,-19.51,2,1
"540",989,0.0450892633270791,0,0.583333333333333,0,-19.98,-16.92,-18.59,-19.56,2,1
"541",990,0.0445697278787253,0,0.583333333333333,0,-17.9,-18.66,-18.96,-18.71,2,1
"542",991,0.0440879652457713,0,0.666666666666667,0,-17.74,-18.74,-19.55,-18.24,2,1
"543",992,0.0435620743653237,0,0.666666666666667,0,-19.57,-18.31,-18.54,-17.4,2,1
"544",993,0.0429815243896624,0,0.666666666666667,0,-18.97,-18.56,-16.83,-17.2,2,1
"545",994,0.0423159074014095,0,0.666666666666667,0,-17.56,-18.71,-16.28,-17.54,2,1
"546",995,0.0416182144721492,0,0.666666666666667,0,-16.75,-18.66,-16.91,-17.43,2,1
"547",996,0.040816871956904,0,0.666666666666667,0,-18.5,-18.5,-18.08,-17.87,2,1
"548",997,0.0399635109096234,0,0.666666666666667,0,-16.72,-17.98,-18.79,-17.18,2,1
"549",998,0.0390682449247081,0,0.666666666666667,0,-17.14,-18,-18.37,-16.73,2,1
"550",999,0.0381578944396845,0,0.666666666666667,0,-18.15,-17.11,-18.32,-15.78,2,1
"551",1000,0.0372816095332318,0,0.666666666666667,0,-19.35,-17.6,-18.62,-15.74,2,1
"552",1001,0.0364471050321286,0,0.666666666666667,0,-18.79,-18.27,-18.16,-16.8,2,1
"553",1002,0.0357260951490118,0,0.666666666666667,0,-18.11,-17.54,-16.2,-17.89,2,1
"554",1003,0.0351847885049378,0,0.666666666666667,0,-17.22,-17.53,-16.27,-17.93,2,1
"555",1004,0.0347709165445879,0,0.666666666666667,0,-16.62,-18.93,-14.98,-18.03,2,1
"556",1005,0.0345842120593404,0,0.666666666666667,0,-17.21,-18.17,-16.31,-18.68,2,1
"557",1006,0.0345707608545146,0,0.666666666666667,0,-18.22,-17.52,-18.14,-19.13,2,1
"558",1007,0.0347335595638029,0,0.666666666666667,0,-18.63,-18.22,-18.87,-18.77,2,1
"559",1008,0.0350357611766465,0,0.666666666666667,0,-17.94,-19.36,-18.87,-18.66,2,1
"560",1009,0.0355213003858055,0,0.666666666666667,0,-17.54,-18.89,-17.7,-18.05,2,1
"561",1010,0.0361282051396901,0,0.666666666666667,0,-17.44,-17.36,-16.54,-18.29,2,1
"562",1011,0.0368267495589021,0,0.666666666666667,0,-17.46,-17.13,-16.11,-18.49,2,1
"563",1012,0.0376000374264597,0,0.666666666666667,0,-17.06,-17.9,-16.43,-18.39,2,1
"564",1013,0.0384581410767253,0,0.666666666666667,0,-16.42,-18.38,-16.34,-17.54,2,1
"565",1014,0.0393096735877131,0,0.666666666666667,0,-16.92,-18.59,-16.79,-17.53,2,1
"566",1015,0.040168637309834,0,0.666666666666667,0,-18.66,-18.96,-18.19,-18.26,2,1
"567",1016,0.0410286671061062,0,0.666666666666667,0,-18.74,-19.55,-17.47,-18.3,2,1
"568",1017,0.0419053707488684,0,0.666666666666667,0,-18.31,-18.54,-16.84,-17.9,2,1
"569",1018,0.0427082859054351,0,0.666666666666667,0,-18.56,-16.83,-17.33,-17.9,2,1
"570",1019,0.0434500652006685,0,0.583333333333333,0,-18.71,-16.28,-17.03,-18.39,2,1
"571",1020,0.0441469480919188,0,0.583333333333333,0,-18.66,-16.91,-15.94,-18.82,2,1
"572",1021,0.0447604935189838,0,0.583333333333333,0,-18.5,-18.08,-16.87,-18.41,2,1
"573",1022,0.0452532875875579,0,0.583333333333333,0,-17.98,-18.79,-17.23,-18.8,2,1
"574",1023,0.0456187348846369,0,0.583333333333333,0,-18,-18.37,-18.2,-18.7,2,1
"575",1024,0.0458412923618362,0,0.777777777777778,0,-17.11,-18.32,-18.23,-17.89,2,1
"576",1025,0.045904185991755,0,0.777777777777778,0,-17.6,-18.62,-17.17,-17.98,2,1
"577",1026,0.0458650604136162,0,0.777777777777778,0,-18.27,-18.16,-16.43,-17.85,2,1
"578",1027,0.0457319443158678,0,0.777777777777778,0,-17.54,-16.2,-16.64,-17.37,2,1
"579",1028,0.045553377303684,0,0.777777777777778,0,-17.53,-16.27,-17.92,-16.9,2,1
"580",1029,0.0453396501117936,0,0.777777777777778,0,-18.93,-14.98,-18.73,-17.07,2,1
